"ID","CREATE_TIME","SENSITIVE_WORD","STATUS","SENSI_TYPE","FILTER_TYPE","SENSI_GRADE"
"2012001","2017/11/10 17:07:38","王冶坪","1","COMMENT","2","1"
"2012006","2017/11/10 17:07:38","栗智","1","COMMENT","2","1"
"2012007","2017/11/10 17:07:38","警用刀具出售","1","COMMENT","2","1"
"2012008","2017/11/10 17:07:38","赔率","1","COMMENT","2","1"
"2012009","2017/11/10 17:07:38","法x功","1","COMMENT","2","1"
"2012010","2017/11/10 17:07:38","回良玉","1","COMMENT","2","1"
"2012011","2017/11/10 17:07:38","chinesedemocracy","1","COMMENT","2","1"
"2012012","2017/11/10 17:07:38","户外军刀网","1","COMMENT","2","1"
"2012013","2017/11/10 17:07:38","罢学","1","COMMENT","2","1"
"2012014","2017/11/10 17:07:38","厕奴","1","COMMENT","2","1"
"2012021","2017/11/10 17:07:38","13921067644","1","COMMENT","2","1"
"2012022","2017/11/10 17:07:38","集团出售手枪","1","COMMENT","2","1"
"2012023","2017/11/10 17:07:38","习仲勋","1","COMMENT","2","1"
"2012024","2017/11/10 17:07:38","何清涟","1","COMMENT","2","1"
"2012025","2017/11/10 17:07:38","巴拿马文件","1","COMMENT","2","1"
"2012026","2017/11/10 17:07:38","燃烧瓶制作","1","COMMENT","2","1"
"2012029","2017/11/10 17:07:38","军刀甩棍销售","1","COMMENT","2","1"
"2012031","2017/11/10 17:07:38","王洛林","1","COMMENT","2","1"
"2012032","2017/11/10 17:07:38","boycott","1","COMMENT","2","1"
"2012033","2017/11/10 17:07:38","诚邀","1","COMMENT","2","1"
"2012037","2017/11/10 17:07:38","供应三利达弓弩麻醉箭","1","COMMENT","2","1"
"2011994","2017/11/10 17:07:38","肛门","1","COMMENT","2","1"
"2011995","2017/11/10 17:07:38","成人小说","1","COMMENT","2","1"
"2011996","2017/11/10 17:07:38","爆草","1","COMMENT","2","1"
"2012002","2017/11/10 17:07:38","侯德健","1","COMMENT","2","1"
"2012003","2017/11/10 17:07:38","胡石根","1","COMMENT","2","1"
"2012004","2017/11/10 17:07:38","东突解放组织","1","COMMENT","2","1"
"2012005","2017/11/10 17:07:38","群体性事件","1","COMMENT","2","1"
"2012015","2017/11/10 17:07:38","北京风波","1","COMMENT","2","1"
"2012016","2017/11/10 17:07:38","人体炸弹制作流程","1","COMMENT","2","1"
"2012017","2017/11/10 17:07:38","75756","1","COMMENT","2","1"
"2012018","2017/11/10 17:07:38","大力抽送","1","COMMENT","2","1"
"2012019","2017/11/10 17:07:38","弓弩专营","1","COMMENT","2","1"
"2012020","2017/11/10 17:07:38","89年春夏之交","1","COMMENT","2","1"
"2012027","2017/11/10 17:07:38","陈绍基","1","COMMENT","2","1"
"2012028","2017/11/10 17:07:38","淫糜","1","COMMENT","2","1"
"2012030","2017/11/10 17:07:38","弓弩免定金货到付款","1","COMMENT","2","1"
"2012034","2017/11/10 17:07:38","全集在线","1","COMMENT","2","1"
"2012076","2017/11/10 17:07:39","真主","1","COMMENT","2","1"
"2012081","2017/11/10 17:07:39","则民","1","COMMENT","2","1"
"2012082","2017/11/10 17:07:39","弹药配方","1","COMMENT","2","1"
"2012083","2017/11/10 17:07:39","麻醉枪出售可验货","1","COMMENT","2","1"
"2012084","2017/11/10 17:07:39","西z","1","COMMENT","2","1"
"2012085","2017/11/10 17:07:39","左棍","1","COMMENT","2","1"
"2012086","2017/11/10 17:07:39","法o功","1","COMMENT","2","1"
"2012087","2017/11/10 17:07:39","出售炸药","1","COMMENT","2","1"
"2012096","2017/11/10 17:07:39","操屄自慰器","1","COMMENT","2","1"
"2012097","2017/11/10 17:07:39","手枪|阻击枪","1","COMMENT","2","1"
"2012098","2017/11/10 17:07:39","江书记","1","COMMENT","2","1"
"2012099","2017/11/10 17:07:39","波多野结衣","1","COMMENT","2","1"
"2012100","2017/11/10 17:07:39","主权","1","COMMENT","2","1"
"2012101","2017/11/10 17:07:39","兵力部署","1","COMMENT","2","1"
"2012102","2017/11/10 17:07:39","日本万岁","1","COMMENT","2","1"
"2012103","2017/11/10 17:07:39","美国军刀出售","1","COMMENT","2","1"
"2012104","2017/11/10 17:07:39","中纪委","1","COMMENT","2","1"
"2012105","2017/11/10 17:07:39","美穴","1","COMMENT","2","1"
"2012106","2017/11/10 17:07:39","达米宣教会","1","COMMENT","2","1"
"2012107","2017/11/10 17:07:39","核蛋","1","COMMENT","2","1"
"2012108","2017/11/10 17:07:39","许其亮","1","COMMENT","2","1"
"2012109","2017/11/10 17:07:39","炸yao","1","COMMENT","2","1"
"2012110","2017/11/10 17:07:39","中国新民党","1","COMMENT","2","1"
"2012111","2017/11/10 17:07:39","档中央","1","COMMENT","2","1"
"2012112","2017/11/10 17:07:39","殃视","1","COMMENT","2","1"
"2012113","2017/11/10 17:07:39","军用77出售","1","COMMENT","2","1"
"2012114","2017/11/10 17:07:39","改卷内幕","1","COMMENT","2","1"
"2012115","2017/11/10 17:07:39","阳具","1","COMMENT","2","1"
"2012116","2017/11/10 17:07:39","百颐年黑豆黑米","1","COMMENT","2","1"
"2012117","2017/11/10 17:07:39","淘宝气枪货到付款","1","COMMENT","2","1"
"2012118","2017/11/10 17:07:39","杨思敏","1","COMMENT","2","1"
"2012119","2017/11/10 17:07:39","老江","1","COMMENT","2","1"
"2012120","2017/11/10 17:07:39","奈美","1","COMMENT","2","1"
"2012121","2017/11/10 17:07:39","xiao平","1","COMMENT","2","1"
"2012122","2017/11/10 17:07:39","特码","1","COMMENT","2","1"
"2012123","2017/11/10 17:07:39","销售运动步枪","1","COMMENT","2","1"
"2012124","2017/11/10 17:07:39","小穴","1","COMMENT","2","1"
"2012068","2017/11/10 17:07:39","出售答案","1","COMMENT","2","1"
"2012069","2017/11/10 17:07:39","应召","1","COMMENT","2","1"
"2012070","2017/11/10 17:07:39","换妻俱乐部","1","COMMENT","2","1"
"2012071","2017/11/10 17:07:39","王东明","1","COMMENT","2","1"
"2012072","2017/11/10 17:07:39","火药原理","1","COMMENT","2","1"
"2012073","2017/11/10 17:07:39","中共封网","1","COMMENT","2","1"
"2012074","2017/11/10 17:07:39","辛灝年","1","COMMENT","2","1"
"2012075","2017/11/10 17:07:39","炸药的成分","1","COMMENT","2","1"
"2012077","2017/11/10 17:07:39","藏独","1","COMMENT","2","1"
"2012078","2017/11/10 17:07:39","买卖军狗","1","COMMENT","2","1"
"2012079","2017/11/10 17:07:39","核弹头的制造","1","COMMENT","2","1"
"2012080","2017/11/10 17:07:39","刘晓竹","1","COMMENT","2","1"
"2012088","2017/11/10 17:07:39","zhuan米","1","COMMENT","2","1"
"2012089","2017/11/10 17:07:39","罢考","1","COMMENT","2","1"
"2012090","2017/11/10 17:07:39","藏du","1","COMMENT","2","1"
"2012091","2017/11/10 17:07:39","攻占台湾","1","COMMENT","2","1"
"2012092","2017/11/10 17:07:39","劣等民族","1","COMMENT","2","1"
"2012093","2017/11/10 17:07:39","上海帮","1","COMMENT","2","1"
"2012094","2017/11/10 17:07:39","三棱军刺专卖","1","COMMENT","2","1"
"2012095","2017/11/10 17:07:39","底制","1","COMMENT","2","1"
"2012125","2017/11/10 17:07:39","社会主义灭亡","1","COMMENT","2","1"
"2012064","2017/11/10 17:07:39","群体事件","1","COMMENT","2","1"
"2012065","2017/11/10 17:07:39","按照马雅历法","1","COMMENT","2","1"
"2012066","2017/11/10 17:07:39","李peng","1","COMMENT","2","1"
"2012067","2017/11/10 17:07:39","激情","1","COMMENT","2","1"
"2012146","2017/11/10 17:07:40","访民","1","COMMENT","2","1"
"2012147","2017/11/10 17:07:40","记者无疆界","1","COMMENT","2","1"
"2012148","2017/11/10 17:07:40","政一府","1","COMMENT","2","1"
"2012149","2017/11/10 17:07:40","标准炸弹教程","1","COMMENT","2","1"
"2012154","2017/11/10 17:07:40","靖志远","1","COMMENT","2","1"
"2012155","2017/11/10 17:07:40","盘古","1","COMMENT","2","1"
"2012156","2017/11/10 17:07:40","气枪专卖网","1","COMMENT","2","1"
"2012159","2017/11/10 17:07:40","林炎志","1","COMMENT","2","1"
"2012160","2017/11/10 17:07:40","露b","1","COMMENT","2","1"
"2012161","2017/11/10 17:07:40","高压狗QQ","1","COMMENT","2","1"
"2012162","2017/11/10 17:07:40","王学军","1","COMMENT","2","1"
"2012163","2017/11/10 17:07:40","肉缝","1","COMMENT","2","1"
"2012164","2017/11/10 17:07:40","无抵押贷款","1","COMMENT","2","1"
"2012165","2017/11/10 17:07:40","销售/专卖/买卖77式手枪","1","COMMENT","2","1"
"2012166","2017/11/10 17:07:40","毛zx","1","COMMENT","2","1"
"2012167","2017/11/10 17:07:40","毛zd","1","COMMENT","2","1"
"2012168","2017/11/10 17:07:40","曾培炎","1","COMMENT","2","1"
"2012169","2017/11/10 17:07:40","淫电影","1","COMMENT","2","1"
"2012174","2017/11/10 17:07:40","中华局域网","1","COMMENT","2","1"
"2012175","2017/11/10 17:07:40","黑火药配方","1","COMMENT","2","1"
"2012176","2017/11/10 17:07:40","清真","1","COMMENT","2","1"
"2012177","2017/11/10 17:07:40","公产党","1","COMMENT","2","1"
"2012178","2017/11/10 17:07:40","中共权力斗争","1","COMMENT","2","1"
"2012140","2017/11/10 17:07:40","性饥渴","1","COMMENT","2","1"
"2012141","2017/11/10 17:07:40","jb","1","COMMENT","2","1"
"2012142","2017/11/10 17:07:40","老习","1","COMMENT","2","1"
"2012143","2017/11/10 17:07:40","江贼","1","COMMENT","2","1"
"2012144","2017/11/10 17:07:40","张志国","1","COMMENT","2","1"
"2012145","2017/11/10 17:07:40","各类军用枪","1","COMMENT","2","1"
"2012126","2017/11/10 17:07:40","成人色情","1","COMMENT","2","1"
"2012127","2017/11/10 17:07:40","xing伴侣","1","COMMENT","2","1"
"2012128","2017/11/10 17:07:40","共残党","1","COMMENT","2","1"
"2012129","2017/11/10 17:07:40","八九年","1","COMMENT","2","1"
"2012130","2017/11/10 17:07:40","周生贤","1","COMMENT","2","1"
"2012131","2017/11/10 17:07:40","SM后庭器具","1","COMMENT","2","1"
"2012132","2017/11/10 17:07:40","叶剑英","1","COMMENT","2","1"
"2012133","2017/11/10 17:07:40","六四事件","1","COMMENT","2","1"
"2012134","2017/11/10 17:07:40","有军用枪支出售","1","COMMENT","2","1"
"2012135","2017/11/10 17:07:40","党产共","1","COMMENT","2","1"
"2012136","2017/11/10 17:07:40","七大军区","1","COMMENT","2","1"
"2012137","2017/11/10 17:07:40","后庭专区","1","COMMENT","2","1"
"2012138","2017/11/10 17:07:40","由喜贵","1","COMMENT","2","1"
"2012139","2017/11/10 17:07:40","谭作人","1","COMMENT","2","1"
"2012150","2017/11/10 17:07:40","中央日报","1","COMMENT","2","1"
"2012151","2017/11/10 17:07:40","陈一咨","1","COMMENT","2","1"
"2012152","2017/11/10 17:07:40","自由西藏学生运动","1","COMMENT","2","1"
"2012153","2017/11/10 17:07:40","无界浏览","1","COMMENT","2","1"
"2012157","2017/11/10 17:07:40","suicide","1","COMMENT","2","1"
"2012158","2017/11/10 17:07:40","盘口","1","COMMENT","2","1"
"2012170","2017/11/10 17:07:40","观音法门","1","COMMENT","2","1"
"2012171","2017/11/10 17:07:40","冷钢刀具专卖","1","COMMENT","2","1"
"2012172","2017/11/10 17:07:40","中国战神军用弓弩","1","COMMENT","2","1"
"2012173","2017/11/10 17:07:40","高压气枪专卖店","1","COMMENT","2","1"
"2012179","2017/11/10 17:07:40","臧独","1","COMMENT","2","1"
"2012180","2017/11/10 17:07:40","大庄","1","COMMENT","2","1"
"2012181","2017/11/10 17:07:40","贡挡","1","COMMENT","2","1"
"2012182","2017/11/10 17:07:40","林左鸣","1","COMMENT","2","1"
"2012183","2017/11/10 17:07:40","刘宾雁","1","COMMENT","2","1"
"2012184","2017/11/10 17:07:40","中共警察","1","COMMENT","2","1"
"2012185","2017/11/10 17:07:40","共x党","1","COMMENT","2","1"
"2012186","2017/11/10 17:07:40","中国zf","1","COMMENT","2","1"
"2012198","2017/11/10 17:07:41","灵先真佛宗","1","COMMENT","2","1"
"2012199","2017/11/10 17:07:41","能力主","1","COMMENT","2","1"
"2012200","2017/11/10 17:07:41","屁眼","1","COMMENT","2","1"
"2012201","2017/11/10 17:07:41","希葬","1","COMMENT","2","1"
"2012202","2017/11/10 17:07:41","诺查丹玛斯","1","COMMENT","2","1"
"2012203","2017/11/10 17:07:41","江浙民","1","COMMENT","2","1"
"2012204","2017/11/10 17:07:41","辛灏年","1","COMMENT","2","1"
"2012205","2017/11/10 17:07:41","火乍","1","COMMENT","2","1"
"2012216","2017/11/10 17:07:41","阿兰得龙野营刀具网","1","COMMENT","2","1"
"2012217","2017/11/10 17:07:41","幼男","1","COMMENT","2","1"
"2012218","2017/11/10 17:07:41","东森电视","1","COMMENT","2","1"
"2012219","2017/11/10 17:07:41","tnt炸药成分","1","COMMENT","2","1"
"2012220","2017/11/10 17:07:41","出轨","1","COMMENT","2","1"
"2012221","2017/11/10 17:07:41","封从德","1","COMMENT","2","1"
"2012222","2017/11/10 17:07:41","人妻","1","COMMENT","2","1"
"2012223","2017/11/10 17:07:41","三班仆人派","1","COMMENT","2","1"
"2012224","2017/11/10 17:07:41","赌恒指","1","COMMENT","2","1"
"2012225","2017/11/10 17:07:41","折刀砍刀专卖","1","COMMENT","2","1"
"2012227","2017/11/10 17:07:41","在线播放","1","COMMENT","2","1"
"2012231","2017/11/10 17:07:41","弓弩狩猎网","1","COMMENT","2","1"
"2012232","2017/11/10 17:07:41","鸡奸","1","COMMENT","2","1"
"2012233","2017/11/10 17:07:41","乳房","1","COMMENT","2","1"
"2012234","2017/11/10 17:07:41","插b","1","COMMENT","2","1"
"2012235","2017/11/10 17:07:41","淫魔","1","COMMENT","2","1"
"2012236","2017/11/10 17:07:41","战术军刀出售","1","COMMENT","2","1"
"2012237","2017/11/10 17:07:41","学潮","1","COMMENT","2","1"
"2012238","2017/11/10 17:07:41","土炸药成份","1","COMMENT","2","1"
"2012239","2017/11/10 17:07:41","为了忘却的纪念","1","COMMENT","2","1"
"2012240","2017/11/10 17:07:41","退dang","1","COMMENT","2","1"
"2012241","2017/11/10 17:07:41","secom","1","COMMENT","2","1"
"2012242","2017/11/10 17:07:41","夏川纯","1","COMMENT","2","1"
"2012243","2017/11/10 17:07:41","李瑞环","1","COMMENT","2","1"
"2012244","2017/11/10 17:07:41","刻章办","1","COMMENT","2","1"
"2012245","2017/11/10 17:07:41","调教","1","COMMENT","2","1"
"2012206","2017/11/10 17:07:41","中国弩弓专卖","1","COMMENT","2","1"
"2012207","2017/11/10 17:07:41","人体炸弹","1","COMMENT","2","1"
"2012208","2017/11/10 17:07:41","发浪","1","COMMENT","2","1"
"2012209","2017/11/10 17:07:41","世界末日论","1","COMMENT","2","1"
"2012210","2017/11/10 17:07:41","出售手枪","1","COMMENT","2","1"
"2012211","2017/11/10 17:07:41","jian职","1","COMMENT","2","1"
"2012212","2017/11/10 17:07:41","集束炸弹制作","1","COMMENT","2","1"
"2012213","2017/11/10 17:07:41","李荣融","1","COMMENT","2","1"
"2012214","2017/11/10 17:07:41","逼奸","1","COMMENT","2","1"
"2012215","2017/11/10 17:07:41","阿共","1","COMMENT","2","1"
"2012226","2017/11/10 17:07:41","提供专业及时的气狗","1","COMMENT","2","1"
"2012228","2017/11/10 17:07:41","台百度湾","1","COMMENT","2","1"
"2012229","2017/11/10 17:07:41","江绵恒","1","COMMENT","2","1"
"2012230","2017/11/10 17:07:41","招妓","1","COMMENT","2","1"
"2012246","2017/11/10 17:07:41","色b","1","COMMENT","2","1"
"2012247","2017/11/10 17:07:41","三步倒麻醉箭专卖","1","COMMENT","2","1"
"2012248","2017/11/10 17:07:41","死心塌地","1","COMMENT","2","1"
"2012249","2017/11/10 17:07:41","贾廷安","1","COMMENT","2","1"
"2012187","2017/11/10 17:07:41","叩叩","1","COMMENT","2","1"
"2012188","2017/11/10 17:07:41","陈随便","1","COMMENT","2","1"
"2012189","2017/11/10 17:07:41","免费使用","1","COMMENT","2","1"
"2012190","2017/11/10 17:07:41","成人游戏","1","COMMENT","2","1"
"2012191","2017/11/10 17:07:41","印尼事件","1","COMMENT","2","1"
"2012192","2017/11/10 17:07:41","阴阜","1","COMMENT","2","1"
"2012193","2017/11/10 17:07:41","裤袜","1","COMMENT","2","1"
"2012194","2017/11/10 17:07:41","折叠狗QQ","1","COMMENT","2","1"
"2012195","2017/11/10 17:07:41","轮奸","1","COMMENT","2","1"
"2012196","2017/11/10 17:07:41","人造天堂","1","COMMENT","2","1"
"2012197","2017/11/10 17:07:41","放尿","1","COMMENT","2","1"
"2012265","2017/11/10 17:07:42","代生孩子","1","COMMENT","2","1"
"2012267","2017/11/10 17:07:42","正府","1","COMMENT","2","1"
"2012268","2017/11/10 17:07:42","出售手枪=货到付款","1","COMMENT","2","1"
"2012269","2017/11/10 17:07:42","王沪宁","1","COMMENT","2","1"
"2012270","2017/11/10 17:07:42","法轮功","1","COMMENT","2","1"
"2012271","2017/11/10 17:07:42","销售气手狗","1","COMMENT","2","1"
"2012272","2017/11/10 17:07:42","彩票预测","1","COMMENT","2","1"
"2012273","2017/11/10 17:07:42","操逼","1","COMMENT","2","1"
"2012274","2017/11/10 17:07:42","制作炸弹首先要","1","COMMENT","2","1"
"2012275","2017/11/10 17:07:42","发论工","1","COMMENT","2","1"
"2012276","2017/11/10 17:07:42","自动跳刀专卖","1","COMMENT","2","1"
"2012277","2017/11/10 17:07:42","出售麻醉枪免收任何定金","1","COMMENT","2","1"
"2012278","2017/11/10 17:07:42","截访","1","COMMENT","2","1"
"2012279","2017/11/10 17:07:42","八九学潮","1","COMMENT","2","1"
"2012280","2017/11/10 17:07:42","王鸿举","1","COMMENT","2","1"
"2012281","2017/11/10 17:07:42","炸药的制作","1","COMMENT","2","1"
"2012282","2017/11/10 17:07:42","根达亚文明","1","COMMENT","2","1"
"2012283","2017/11/10 17:07:42","砍刀精品折刀专卖","1","COMMENT","2","1"
"2012284","2017/11/10 17:07:42","土g","1","COMMENT","2","1"
"2012285","2017/11/10 17:07:42","罢教","1","COMMENT","2","1"
"2012286","2017/11/10 17:07:42","私人侦探","1","COMMENT","2","1"
"2012287","2017/11/10 17:07:42","色情网站","1","COMMENT","2","1"
"2012288","2017/11/10 17:07:42","特共","1","COMMENT","2","1"
"2012291","2017/11/10 17:07:42","熟母","1","COMMENT","2","1"
"2012292","2017/11/10 17:07:42","当局严密封锁","1","COMMENT","2","1"
"2012293","2017/11/10 17:07:42","如何制硝化甘油","1","COMMENT","2","1"
"2012296","2017/11/10 17:07:42","江猪","1","COMMENT","2","1"
"2012297","2017/11/10 17:07:42","逢九必乱","1","COMMENT","2","1"
"2012298","2017/11/10 17:07:42","全能神（又称实际神或东方闪电）","1","COMMENT","2","1"
"2012299","2017/11/10 17:07:42","军刀价格军用刀具","1","COMMENT","2","1"
"2012300","2017/11/10 17:07:42","吸精","1","COMMENT","2","1"
"2012301","2017/11/10 17:07:42","手工猎刀户外刀具","1","COMMENT","2","1"
"2012302","2017/11/10 17:07:42","麻醉枪猎枪军用","1","COMMENT","2","1"
"2012303","2017/11/10 17:07:42","淫情","1","COMMENT","2","1"
"2012304","2017/11/10 17:07:42","军刺野营砍刀出售","1","COMMENT","2","1"
"2012305","2017/11/10 17:07:42","dl喇嘛","1","COMMENT","2","1"
"2012258","2017/11/10 17:07:42","收复台湾","1","COMMENT","2","1"
"2012259","2017/11/10 17:07:42","抓胸","1","COMMENT","2","1"
"2012260","2017/11/10 17:07:42","李洪志","1","COMMENT","2","1"
"2012261","2017/11/10 17:07:42","C4炸药","1","COMMENT","2","1"
"2012262","2017/11/10 17:07:42","bbc中文网","1","COMMENT","2","1"
"2012263","2017/11/10 17:07:42","志洪李","1","COMMENT","2","1"
"2012264","2017/11/10 17:07:42","自焚","1","COMMENT","2","1"
"2012250","2017/11/10 17:07:42","度人","1","COMMENT","2","1"
"2012251","2017/11/10 17:07:42","人quan","1","COMMENT","2","1"
"2012252","2017/11/10 17:07:42","自烧","1","COMMENT","2","1"
"2012253","2017/11/10 17:07:42","江派","1","COMMENT","2","1"
"2012254","2017/11/10 17:07:42","房事","1","COMMENT","2","1"
"2012255","2017/11/10 17:07:42","高耀洁","1","COMMENT","2","1"
"2012256","2017/11/10 17:07:42","精液","1","COMMENT","2","1"
"2012257","2017/11/10 17:07:42","bao炸","1","COMMENT","2","1"
"2012266","2017/11/10 17:07:42","买卖54狗","1","COMMENT","2","1"
"2012289","2017/11/10 17:07:42","自制手弩","1","COMMENT","2","1"
"2012290","2017/11/10 17:07:42","国际特赦","1","COMMENT","2","1"
"2012294","2017/11/10 17:07:42","英国金融时报","1","COMMENT","2","1"
"2012295","2017/11/10 17:07:42","码字","1","COMMENT","2","1"
"2012347","2017/11/10 17:07:43","资金周转","1","COMMENT","2","1"
"2012306","2017/11/10 17:07:43","请命","1","COMMENT","2","1"
"2012307","2017/11/10 17:07:43","耀邦","1","COMMENT","2","1"
"2012308","2017/11/10 17:07:43","西奘","1","COMMENT","2","1"
"2012309","2017/11/10 17:07:43","总统的讲话","1","COMMENT","2","1"
"2012310","2017/11/10 17:07:43","出千","1","COMMENT","2","1"
"2012311","2017/11/10 17:07:43","黄片","1","COMMENT","2","1"
"2012312","2017/11/10 17:07:43","64式手枪出售","1","COMMENT","2","1"
"2012317","2017/11/10 17:07:43","xjp","1","COMMENT","2","1"
"2012318","2017/11/10 17:07:43","一本道","1","COMMENT","2","1"
"2012319","2017/11/10 17:07:43","香港彩","1","COMMENT","2","1"
"2012320","2017/11/10 17:07:43","赤裸","1","COMMENT","2","1"
"2012321","2017/11/10 17:07:43","脚交","1","COMMENT","2","1"
"2012322","2017/11/10 17:07:43","天按门","1","COMMENT","2","1"
"2012323","2017/11/10 17:07:43","陈至立","1","COMMENT","2","1"
"2012324","2017/11/10 17:07:43","tnt炸药配方","1","COMMENT","2","1"
"2012325","2017/11/10 17:07:43","供应弓弩麻醉箭","1","COMMENT","2","1"
"2012326","2017/11/10 17:07:43","贾庆林","1","COMMENT","2","1"
"2012327","2017/11/10 17:07:43","扣扣","1","COMMENT","2","1"
"2012328","2017/11/10 17:07:43","相奸","1","COMMENT","2","1"
"2012329","2017/11/10 17:07:43","穆斯林","1","COMMENT","2","1"
"2012330","2017/11/10 17:07:43","保钓组织","1","COMMENT","2","1"
"2012331","2017/11/10 17:07:43","射颜","1","COMMENT","2","1"
"2012332","2017/11/10 17:07:43","江绵康","1","COMMENT","2","1"
"2012333","2017/11/10 17:07:43","江沢民","1","COMMENT","2","1"
"2012334","2017/11/10 17:07:43","浪叫","1","COMMENT","2","1"
"2012335","2017/11/10 17:07:43","198964","1","COMMENT","2","1"
"2012345","2017/11/10 17:07:43","李小鹏","1","COMMENT","2","1"
"2012346","2017/11/10 17:07:43","玉女心经","1","COMMENT","2","1"
"2012313","2017/11/10 17:07:43","网络推广扩散器","1","COMMENT","2","1"
"2012314","2017/11/10 17:07:43","城管暴力执法","1","COMMENT","2","1"
"2012315","2017/11/10 17:07:43","中共迫害","1","COMMENT","2","1"
"2012316","2017/11/10 17:07:43","常受教","1","COMMENT","2","1"
"2012336","2017/11/10 17:07:43","合彩","1","COMMENT","2","1"
"2012337","2017/11/10 17:07:43","性虐","1","COMMENT","2","1"
"2012338","2017/11/10 17:07:43","法轮大法","1","COMMENT","2","1"
"2012339","2017/11/10 17:07:43","后庭","1","COMMENT","2","1"
"2012340","2017/11/10 17:07:43","提供气狗专卖店","1","COMMENT","2","1"
"2012341","2017/11/10 17:07:43","狩猎弓弩专卖网","1","COMMENT","2","1"
"2012342","2017/11/10 17:07:43","性虎","1","COMMENT","2","1"
"2012343","2017/11/10 17:07:43","送qb","1","COMMENT","2","1"
"2012344","2017/11/10 17:07:43","拉票","1","COMMENT","2","1"
"2012348","2017/11/10 17:07:43","骚比","1","COMMENT","2","1"
"2012349","2017/11/10 17:07:43","麻原彰晃","1","COMMENT","2","1"
"2012350","2017/11/10 17:07:43","共产主义的幽灵","1","COMMENT","2","1"
"2012351","2017/11/10 17:07:43","郭金龙","1","COMMENT","2","1"
"2012352","2017/11/10 17:07:43","司马璐","1","COMMENT","2","1"
"2012353","2017/11/10 17:07:43","代理赚钱","1","COMMENT","2","1"
"2012354","2017/11/10 17:07:43","回族","1","COMMENT","2","1"
"2012355","2017/11/10 17:07:43","北京政权","1","COMMENT","2","1"
"2012356","2017/11/10 17:07:43","袁纯清","1","COMMENT","2","1"
"2012357","2017/11/10 17:07:43","少女迷奸药水","1","COMMENT","2","1"
"2012358","2017/11/10 17:07:43","军用弓弩专卖店","1","COMMENT","2","1"
"2012359","2017/11/10 17:07:43","黑逼","1","COMMENT","2","1"
"2012360","2017/11/10 17:07:43","加扣","1","COMMENT","2","1"
"2012361","2017/11/10 17:07:43","日逼","1","COMMENT","2","1"
"2012385","2017/11/10 17:07:44","强制捐款","1","COMMENT","2","1"
"2012386","2017/11/10 17:07:44","高智晟","1","COMMENT","2","1"
"2012387","2017/11/10 17:07:44","军刀直刀专卖","1","COMMENT","2","1"
"2012413","2017/11/10 17:07:44","出售仿真枪","1","COMMENT","2","1"
"2012414","2017/11/10 17:07:44","上访","1","COMMENT","2","1"
"2012415","2017/11/10 17:07:44","舔阴","1","COMMENT","2","1"
"2012416","2017/11/10 17:07:44","王乐泉","1","COMMENT","2","1"
"2012417","2017/11/10 17:07:44","军刀图片砍刀","1","COMMENT","2","1"
"2012418","2017/11/10 17:07:44","性技巧","1","COMMENT","2","1"
"2012419","2017/11/10 17:07:44","三去车仑","1","COMMENT","2","1"
"2012420","2017/11/10 17:07:44","军用弓弩专卖网","1","COMMENT","2","1"
"2012421","2017/11/10 17:07:44","人类灭亡进程表","1","COMMENT","2","1"
"2012422","2017/11/10 17:07:44","周世锋","1","COMMENT","2","1"
"2012423","2017/11/10 17:07:44","姿元","1","COMMENT","2","1"
"2012424","2017/11/10 17:07:44","狂操","1","COMMENT","2","1"
"2012368","2017/11/10 17:07:44","答an","1","COMMENT","2","1"
"2012369","2017/11/10 17:07:44","中国时报","1","COMMENT","2","1"
"2012370","2017/11/10 17:07:44","狂插","1","COMMENT","2","1"
"2012371","2017/11/10 17:07:44","一夜欢","1","COMMENT","2","1"
"2012372","2017/11/10 17:07:44","三步倒弩箭专卖","1","COMMENT","2","1"
"2012373","2017/11/10 17:07:44","淫兽学园","1","COMMENT","2","1"
"2012374","2017/11/10 17:07:44","强卫","1","COMMENT","2","1"
"2012375","2017/11/10 17:07:44","海外购","1","COMMENT","2","1"
"2012376","2017/11/10 17:07:44","龟头","1","COMMENT","2","1"
"2012377","2017/11/10 17:07:44","卫星高频头","1","COMMENT","2","1"
"2012378","2017/11/10 17:07:44","基地组织","1","COMMENT","2","1"
"2012379","2017/11/10 17:07:44","baozha","1","COMMENT","2","1"
"2012380","2017/11/10 17:07:44","bloodisonthesquare","1","COMMENT","2","1"
"2012381","2017/11/10 17:07:44","江泽慧","1","COMMENT","2","1"
"2012382","2017/11/10 17:07:44","回教","1","COMMENT","2","1"
"2012383","2017/11/10 17:07:44","专业拉票","1","COMMENT","2","1"
"2012384","2017/11/10 17:07:44","黑火药的成分","1","COMMENT","2","1"
"2012388","2017/11/10 17:07:44","骚水","1","COMMENT","2","1"
"2012389","2017/11/10 17:07:44","摸奶","1","COMMENT","2","1"
"2012390","2017/11/10 17:07:44","王太华","1","COMMENT","2","1"
"2012391","2017/11/10 17:07:44","卫星遭黑客攻击","1","COMMENT","2","1"
"2012392","2017/11/10 17:07:44","三箭气枪出售","1","COMMENT","2","1"
"2012393","2017/11/10 17:07:44","弓弩麻醉箭","1","COMMENT","2","1"
"2012394","2017/11/10 17:07:44","军品军刺网","1","COMMENT","2","1"
"2012395","2017/11/10 17:07:44","油行","1","COMMENT","2","1"
